scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint,deadline_slots,size_bucket,compute_bucket,mem_bucket,atomicity,split_bucket,urgency,latency_sensitive,compute_heavy,io_heavy,memory_heavy,routing_hint,task_type,task_subtype,type_reason,multi_flags,is_general,is_deadline_hard,is_latency_sensitive,is_compute_intensive,is_data_intensive,final_flag
light,0,12,15,23,23.0,5.4678917,1464654000.0,8008570000.0,77.25009,video,0,,,1,0.74848497,continuous,,L,L,L,splittable,L,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,13,10,24,24.0,1.7849696,896670140.0,1600529000.0,113.384285,sensor,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,14,14,24,24.0,1.7110636,675115650.0,1155165800.0,49.444946,video,1,1.2011652,25.201164,0,0.0,discrete,2.0,M,S,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],False,True,False,False,False,deadline_hard
light,0,15,12,25,25.0,1.6164724,875415800.0,1415085400.0,37.5219,text,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,16,7,26,26.0,2.161769,1605852500.0,3471482400.0,108.78485,text,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",False,False,False,True,False,compute_intensive
light,0,17,10,26,26.0,0.5965733,1127655600.0,672729200.0,67.67785,text,0,,,0,0.0,discrete,,S,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,18,16,26,26.0,2.480027,1083933800.0,2688185000.0,65.53549,text,0,,,1,0.460394,continuous,,L,M,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",False,False,False,False,True,data_intensive
light,0,19,6,29,29.0,2.484741,647648500.0,1609238900.0,48.861694,text,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,20,13,30,30.0,3.7540548,893872500.0,3355646500.0,58.038677,text,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,21,2,32,32.0,2.6957057,772491460.0,2082409500.0,37.41845,text,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,22,2,33,33.0,2.0962715,1406910800.0,2949267000.0,84.27379,text,1,1.8108703,34.81087,0,0.0,discrete,2.0,M,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",False,True,False,False,False,deadline_hard
light,0,23,1,34,34.0,2.033907,1105314800.0,2248107500.0,42.99759,image,1,1.8898828,35.88988,0,0.0,discrete,2.0,M,M,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],False,True,False,False,False,deadline_hard
light,0,24,6,34,34.0,3.1699648,1450495000.0,4598018000.0,67.595375,text,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",False,False,False,True,False,compute_intensive
light,0,25,7,35,35.0,1.3840045,1122869100.0,1554056000.0,43.792027,video,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,26,2,36,36.0,2.88489,912475300.0,2632391200.0,72.600235,sensor,0,,,1,0.664648,continuous,,L,M,M,splittable,L,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",False,False,False,False,True,data_intensive
light,0,27,4,36,36.0,1.4221827,847074800.0,1204695000.0,105.92849,text,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,28,16,36,36.0,4.1551847,1228617200.0,5105131500.0,92.14508,sensor,0,,,0,0.0,discrete,,L,L,L,atomic,NA,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy']",False,False,False,True,False,compute_intensive
light,0,29,8,38,38.0,5.0421987,377730980.0,1904594700.0,52.081085,image,0,,,1,0.40895045,continuous,,L,S,S,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",False,False,False,False,True,data_intensive
light,0,30,8,41,41.0,0.9797112,944821800.0,925652500.0,119.22881,text,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,31,5,44,44.0,2.4904387,491337440.0,1223645800.0,117.45675,text,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",False,False,False,True,False,compute_intensive
light,0,32,4,47,47.0,2.2508361,886255400.0,1994815900.0,68.392044,sensor,0,,,1,0.5933987,continuous,,M,M,M,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],True,False,False,False,False,general
light,0,33,14,49,49.0,1.238656,1429280600.0,1770387100.0,112.79097,video,0,,,0,0.0,discrete,,S,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",False,False,False,True,False,compute_intensive
light,0,34,6,50,50.0,5.4033284,983951000.0,5316610600.0,65.060875,image,1,1.0485352,51.048534,1,0.41378933,continuous,2.0,L,M,M,splittable,M,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",False,True,False,False,False,deadline_hard
light,0,35,13,50,50.0,3.4898841,779373400.0,2719922700.0,72.651794,text,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,36,13,51,51.0,2.2717404,812836350.0,1846553200.0,106.17749,text,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,37,8,54,54.0,1.8939911,646882700.0,1225190000.0,33.711628,image,0,,,1,0.69000745,continuous,,M,S,S,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],True,False,False,False,False,general
light,0,38,16,56,56.0,2.5786483,624723460.0,1610942100.0,43.925556,video,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,39,11,58,58.0,2.7596092,854593500.0,2358344000.0,111.32275,text,1,1.2050072,59.205006,1,0.35249746,continuous,2.0,L,M,L,splittable,S,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",False,True,False,False,False,deadline_hard
light,0,40,2,59,59.0,1.4130265,430608670.0,608461440.0,59.892784,sensor,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,41,15,59,59.0,2.5779502,1308841500.0,3374128000.0,60.14441,image,0,,,1,0.27576703,continuous,,L,L,M,splittable,S,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,42,1,60,60.0,2.1548536,461670000.0,994831360.0,58.26414,image,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,43,15,60,60.0,3.445873,1401794300.0,4830405000.0,56.372044,image,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",False,False,False,True,False,compute_intensive
light,0,44,14,61,61.0,2.0898755,827557760.0,1729492600.0,78.32396,sensor,0,,,1,0.27154216,continuous,,M,S,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,45,15,62,62.0,1.3669347,991176060.0,1354873000.0,33.763924,video,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,46,3,63,63.0,3.4090602,712389700.0,2428579600.0,50.113785,video,1,1.6145937,64.61459,0,0.0,discrete,2.0,L,S,S,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",False,True,False,False,False,deadline_hard
light,0,47,10,65,65.0,2.4891818,816516160.0,2032457100.0,31.741482,text,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,48,12,70,70.0,1.5174491,1263193900.0,1916832400.0,66.602936,image,0,,,1,0.2502585,continuous,,S,L,M,splittable,S,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,49,1,71,71.0,1.9142618,996493950.0,1907550300.0,48.162575,image,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,50,6,71,71.0,1.3478364,987880000.0,1331500500.0,63.10585,text,0,,,0,0.0,discrete,,S,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,51,14,71,71.0,1.2878261,864856300.0,1113784400.0,84.59274,text,0,,,1,0.6691989,continuous,,S,M,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,52,3,72,72.0,3.0396044,1583055000.0,4811861000.0,118.302086,sensor,1,1.0355562,73.03555,0,0.0,discrete,2.0,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",False,True,False,False,False,deadline_hard
light,0,53,14,73,73.0,1.6699997,908131100.0,1516578700.0,77.85082,text,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,54,12,75,75.0,2.9994667,805377800.0,2415704000.0,69.70631,image,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,55,6,80,80.0,3.5118508,764892700.0,2686189000.0,61.147583,image,1,1.0456098,81.04561,0,0.0,discrete,2.0,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",False,True,False,False,False,deadline_hard
light,0,56,8,81,81.0,2.3648913,1437096000.0,3398575600.0,50.095497,sensor,1,1.4552239,82.45522,0,0.0,discrete,2.0,M,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",False,True,False,False,False,deadline_hard
light,0,57,4,86,86.0,4.131164,1215572500.0,5021730000.0,50.936253,image,0,,,1,0.4017288,continuous,,L,L,S,splittable,S,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,58,17,87,87.0,5.5438023,1198691700.0,6645310000.0,119.94065,text,0,,,1,0.3299533,continuous,,L,L,L,splittable,S,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,59,11,89,89.0,1.7416934,580052160.0,1010272960.0,110.01168,video,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,60,6,91,91.0,2.3135605,728221900.0,1684785400.0,68.57747,image,0,,,1,0.63696826,continuous,,M,S,M,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],True,False,False,False,False,general
light,0,61,7,91,91.0,1.473814,711144060.0,1048094100.0,66.81912,image,0,,,1,0.5573851,continuous,,S,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],True,False,False,False,False,general
light,0,62,14,91,91.0,2.50316,352401920.0,882118460.0,68.1515,sensor,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,63,7,93,93.0,1.6632605,875404160.0,1456025100.0,122.60252,video,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,64,9,93,93.0,1.6550962,1277930500.0,2115097900.0,68.412796,video,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],False,False,False,True,False,compute_intensive
light,0,65,13,93,93.0,1.958144,1565814100.0,3066089500.0,36.946667,sensor,0,,,0,0.0,discrete,,M,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],False,False,False,True,False,compute_intensive
light,0,66,8,95,95.0,5.5438023,1005896960.0,5576494000.0,70.749054,image,0,,,1,0.4636505,continuous,,L,M,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",False,False,False,False,True,data_intensive
light,0,67,9,96,96.0,1.3116214,1306356400.0,1713445000.0,60.651443,video,0,,,0,0.0,discrete,,S,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],False,False,False,True,False,compute_intensive
light,0,68,1,97,97.0,1.9413404,963764160.0,1870994400.0,80.70549,image,1,1.9762886,98.97629,0,0.0,discrete,2.0,M,M,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",False,True,False,False,False,deadline_hard
light,0,69,15,99,99.0,1.4578562,1173904400.0,1711383700.0,79.86322,video,1,1.8801905,100.88019,1,0.5620299,continuous,2.0,S,L,L,splittable,M,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'splittable']",False,True,False,False,False,deadline_hard
light,0,70,12,100,100.0,1.8262948,1857207000.0,3391807500.0,65.04106,image,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],False,False,False,True,False,compute_intensive
light,0,71,4,103,103.0,1.0852842,959305660.0,1041119300.0,98.47698,text,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,72,12,108,108.0,2.147363,846500700.0,1817744100.0,58.897278,sensor,1,1.2387096,109.23871,0,0.0,discrete,2.0,M,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],False,True,False,False,False,deadline_hard
light,0,73,16,114,114.0,1.3978792,1230095600.0,1719525100.0,58.82234,sensor,1,1.8169061,115.81691,0,0.0,discrete,2.0,S,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",False,True,False,False,False,deadline_hard
light,0,74,4,115,115.0,1.24063,1015332800.0,1259652400.0,101.12313,video,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,75,13,115,115.0,2.5436862,912589950.0,2321342500.0,58.84581,sensor,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,76,7,119,119.0,1.0254593,1211633000.0,1242480400.0,76.40243,video,0,,,0,0.0,discrete,,S,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",False,False,False,True,False,compute_intensive
light,0,77,10,119,119.0,1.671545,1408940900.0,2355108400.0,64.07595,video,0,,,1,0.6941207,continuous,,M,L,M,splittable,L,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,78,17,121,121.0,2.017859,936854100.0,1890439400.0,128.35323,sensor,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,79,7,124,124.0,5.5438023,590570240.0,3274004700.0,40.93723,video,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,80,10,124,124.0,1.7865932,866512500.0,1548105300.0,117.90472,text,0,,,0,0.0,discrete,,M,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],False,False,False,True,False,compute_intensive
light,0,81,1,126,126.0,1.4575158,1545377700.0,2252412400.0,73.07178,video,1,1.8144634,127.81446,1,0.45544454,continuous,2.0,S,L,M,splittable,M,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",False,True,False,False,False,deadline_hard
light,0,82,4,129,129.0,2.1673958,706537500.0,1531346300.0,59.63094,video,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,83,4,129,129.0,0.8147667,786277950.0,640633100.0,70.65393,sensor,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,84,8,129,129.0,1.5227149,660487700.0,1005734400.0,53.01537,text,0,,,0,0.0,discrete,,S,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,85,3,131,131.0,1.9358466,981498050.0,1900029600.0,113.81177,video,0,,,1,0.7102675,continuous,,M,M,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,86,12,131,131.0,1.9611831,1053327170.0,2065767400.0,48.578934,image,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,87,17,131,131.0,3.9725292,858647100.0,3411000600.0,55.81591,video,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],False,False,False,False,True,data_intensive
light,0,88,2,133,133.0,2.4511206,675983900.0,1656917900.0,126.72858,image,0,,,1,0.31541198,continuous,,L,S,L,splittable,S,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
light,0,89,14,134,134.0,1.4831121,676271740.0,1002986800.0,47.536407,image,0,,,0,0.0,discrete,,S,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],True,False,False,False,False,general
light,0,90,12,138,138.0,2.269668,1011372300.0,2295479300.0,57.907764,video,0,,,1,0.5411771,continuous,,M,M,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],True,False,False,False,False,general
light,0,91,12,138,138.0,3.039206,1335078300.0,4057577700.0,123.56186,text,1,0.87878114,138.87878,0,0.0,discrete,1.0,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",False,True,False,False,False,deadline_hard
light,0,92,14,142,142.0,2.4659944,796167200.0,1963343600.0,99.00364,text,1,1.0503947,143.0504,1,0.706536,continuous,2.0,L,S,L,splittable,L,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",False,True,False,False,False,deadline_hard
light,0,93,3,146,146.0,1.4545908,1740134500.0,2531183600.0,128.98349,sensor,0,,,0,0.0,discrete,,S,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",False,False,False,True,False,compute_intensive
light,0,94,3,147,147.0,2.3814812,1573980900.0,3748406300.0,36.976143,video,1,1.46603,148.46603,0,0.0,discrete,2.0,M,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",False,True,False,False,False,deadline_hard
light,0,95,4,150,150.0,2.9852462,945750660.0,2823298600.0,77.65159,sensor,0,,,1,0.3849372,continuous,,L,M,L,splittable,S,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy', 'splittable']",False,False,False,True,False,compute_intensive
